time,Hips,Hips,Spine,Chest,Neck,Head,LeftEye,RightEye,LeftShoulder,LeftUpperArm,LeftLowerArm,LeftHand,RightShoulder,RightUpperArm,RightLowerArm,RightHand,LeftUpperLeg,LeftLowerLeg,LeftFoot,LeftToes,RightUpperLeg,RightLowerLeg,RightFoot,RightToes
4.832977,-0.025434 1.034987 -0.007428,356.383 344.435 359.815,3.375 6.007 1.103,0.000 0.000 0.000,6.554 12.133 1.863,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.916 38.133 82.203,358.801 30.852 359.118,0.000 0.000 0.000,0.000 0.000 0.000,302.153 15.734 336.007,358.279 279.746 3.184,0.000 0.000 0.000,354.055 14.602 1.625,33.506 1.596 1.467,0.000 0.000 0.000,0.000 0.000 0.000,357.310 18.446 9.340,34.481 358.314 358.419,0.000 0.000 0.000,0.000 0.000 0.000
4.86646,-0.025434 1.034987 -0.007428,356.612 343.868 359.835,3.368 6.387 1.172,0.000 0.000 0.000,6.680 10.046 1.136,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.946 37.218 82.217,358.785 31.389 359.098,0.000 0.000 0.000,0.000 0.000 0.000,304.981 24.618 327.048,358.312 276.833 3.323,0.000 0.000 0.000,354.026 14.611 1.300,33.424 1.590 1.462,0.000 0.000 0.000,0.000 0.000 0.000,357.080 18.598 9.117,34.626 358.303 358.409,0.000 0.000 0.000,0.000 0.000 0.000
4.899574,-0.025434 1.034987 -0.007428,356.828 343.339 359.850,3.360 6.738 1.237,0.000 0.000 0.000,6.765 8.087 0.447,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.981 36.401 82.238,358.770 31.899 359.078,0.000 0.000 0.000,0.000 0.000 0.000,308.132 31.427 320.136,358.344 274.398 3.438,0.000 0.000 0.000,353.993 14.609 0.993,33.351 1.585 1.457,0.000 0.000 0.000,0.000 0.000 0.000,356.860 18.738 8.909,34.765 358.292 358.399,0.000 0.000 0.000,0.000 0.000 0.000
4.933099,-0.025434 1.030405 -0.007428,357.003 342.701 359.837,3.363 6.585 1.209,0.000 0.000 0.000,6.898 8.037 0.939,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,25.134 37.387 82.550,358.734 33.105 359.031,0.000 0.000 0.000,0.000 0.000 0.000,313.295 37.512 315.708,358.384 271.812 3.558,0.000 0.000 0.000,353.148 15.053 1.040,33.873 1.622 1.492,0.000 0.000 0.000,0.000 0.000 0.000,355.786 18.964 8.814,35.788 358.214 358.323,0.000 0.000 0.000,0.000 0.000 0.000
4.966478,-0.025434 1.025652 -0.007428,357.190 342.044 359.820,3.367 6.419 1.178,0.000 0.000 0.000,7.050 7.989 1.447,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,25.292 38.419 82.877,358.699 34.375 358.980,0.000 0.000 0.000,0.000 0.000 0.000,318.921 42.403 312.287,358.418 269.851 3.648,0.000 0.000 0.000,352.256 15.510 1.091,34.423 1.662 1.531,0.000 0.000 0.000,0.000 0.000 0.000,354.647 19.204 8.724,36.871 358.129 358.240,0.000 0.000 0.000,0.000 0.000 0.000
4.99957,-0.025434 1.021455 -0.007428,357.360 341.461 359.804,3.370 6.264 1.150,0.000 0.000 0.000,7.198 7.952 1.897,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,25.433 39.348 83.174,358.667 35.523 358.934,0.000 0.000 0.000,0.000 0.000 0.000,324.003 45.749 309.980,358.435 268.910 3.691,0.000 0.000 0.000,351.446 15.913 1.139,34.921 1.699 1.566,0.000 0.000 0.000,0.000 0.000 0.000,353.609 19.424 8.651,37.854 358.048 358.162,0.000 0.000 0.000,0.000 0.000 0.000
5.032892,-0.028248 1.026022 -0.007428,357.602 340.766 359.682,3.377 5.918 1.087,0.000 0.000 0.000,7.668 8.955 2.680,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,25.141 40.122 83.388,358.662 35.717 358.926,0.000 0.000 0.000,0.000 0.000 0.000,330.547 46.163 310.151,358.377 272.257 3.537,0.000 0.000 0.000,350.439 16.926 1.626,35.336 1.730 1.595,0.000 0.000 0.000,0.000 0.000 0.000,352.498 19.773 8.645,38.636 357.982 358.098,0.000 0.000 0.000,0.000 0.000 0.000
5.066469,-0.031149 1.030730 -0.007428,357.853 340.069 359.552,3.383 5.552 1.020,0.000 0.000 0.000,8.151 9.974 3.486,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.839 40.909 83.612,358.657 35.918 358.918,0.000 0.000 0.000,0.000 0.000 0.000,338.462 45.038 310.420,358.285 279.156 3.212,0.000 0.000 0.000,349.394 17.932 2.113,35.760 1.762 1.626,0.000 0.000 0.000,0.000 0.000 0.000,351.356 20.122 8.645,39.435 357.913 358.031,0.000 0.000 0.000,0.000 0.000 0.000
5.099828,-0.033771 1.034987 -0.007428,358.086 339.446 359.429,3.389 5.208 0.957,0.000 0.000 0.000,8.593 10.893 4.221,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.560 41.620 83.820,358.652 36.104 358.910,0.000 0.000 0.000,0.000 0.000 0.000,346.749 42.502 310.274,358.223 288.946 2.737,0.000 0.000 0.000,348.431 18.823 2.546,36.146 1.791 1.655,0.000 0.000 0.000,0.000 0.000 0.000,350.312 20.434 8.651,40.160 357.848 357.968,0.000 0.000 0.000,0.000 0.000 0.000
5.133117,-0.033771 1.034987 -0.007428,358.111 339.112 359.195,3.394 4.926 0.905,0.000 0.000 0.000,8.693 9.495 3.108,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.981 42.827 84.011,358.660 35.781 358.923,0.000 0.000 0.000,0.000 0.000 0.000,356.751 34.509 309.304,358.290 304.247 1.993,0.000 0.000 0.000,347.519 19.737 3.247,36.586 1.826 1.688,0.000 0.000 0.000,0.000 0.000 0.000,349.786 20.766 8.972,40.685 357.800 357.921,0.000 0.000 0.000,0.000 0.000 0.000
5.166483,-0.033771 1.034987 -0.007428,358.135 338.782 358.957,3.398 4.636 0.852,0.000 0.000 0.000,8.731 8.093 1.979,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.391 44.047 84.194,358.669 35.455 358.937,0.000 0.000 0.000,0.000 0.000 0.000,7.481 23.587 306.080,358.538 319.015 1.315,0.000 0.000 0.000,346.584 20.625 3.942,37.032 1.861 1.722,0.000 0.000 0.000,0.000 0.000 0.000,349.251 21.087 9.296,41.218 357.750 357.872,0.000 0.000 0.000,0.000 0.000 0.000
5.199623,-0.033771 1.034987 -0.007428,358.156 338.469 358.727,3.402 4.353 0.800,0.000 0.000 0.000,8.707 6.759 0.890,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.818 45.224 84.361,358.678 35.140 358.949,0.000 0.000 0.000,0.000 0.000 0.000,16.043 11.858 300.499,358.790 328.651 0.917,0.000 0.000 0.000,345.670 21.448 4.598,37.464 1.896 1.755,0.000 0.000 0.000,0.000 0.000 0.000,348.735 21.383 9.610,41.734 357.701 357.825,0.000 0.000 0.000,0.000 0.000 0.000
5.233048,-0.033771 1.039645 -0.007428,358.193 338.447 358.485,3.405 4.160 0.765,0.000 0.000 0.000,8.453 6.786 0.605,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.342 46.432 84.279,358.689 34.713 358.967,0.000 0.000 0.000,0.000 0.000 0.000,19.161 5.052 296.235,358.925 332.995 0.752,0.000 0.000 0.000,345.539 21.797 4.927,37.159 1.871 1.731,0.000 0.000 0.000,0.000 0.000 0.000,348.746 21.512 9.831,41.430 357.730 357.853,0.000 0.000 0.000,0.000 0.000 0.000
5.266422,-0.033771 1.044212 -0.007428,358.230 338.427 358.247,3.408 3.967 0.729,0.000 0.000 0.000,8.199 6.812 0.326,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.881 47.639 84.188,358.701 34.302 358.983,0.000 0.000 0.000,0.000 0.000 0.000,21.169 358.847 292.097,359.036 336.305 0.634,0.000 0.000 0.000,345.404 22.139 5.247,36.864 1.848 1.709,0.000 0.000 0.000,0.000 0.000 0.000,348.753 21.638 10.048,41.136 357.758 357.880,0.000 0.000 0.000,0.000 0.000 0.000
5.299705,-0.033771 1.048518 -0.007428,358.263 338.407 358.022,3.410 3.783 0.695,0.000 0.000 0.000,7.956 6.839 0.063,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.453 48.793 84.094,358.711 33.922 358.998,0.000 0.000 0.000,0.000 0.000 0.000,22.254 353.663 288.461,359.124 338.784 0.550,0.000 0.000 0.000,345.272 22.461 5.545,36.592 1.826 1.688,0.000 0.000 0.000,0.000 0.000 0.000,348.756 21.757 10.253,40.861 357.784 357.905,0.000 0.000 0.000,0.000 0.000 0.000
5.332878,-0.033771 1.048518 -0.007428,358.365 339.009 358.006,3.406 4.098 0.753,0.000 0.000 0.000,7.343 9.086 1.213,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.197 48.635 83.722,358.711 33.949 358.997,0.000 0.000 0.000,0.000 0.000 0.000,21.304 351.795 286.473,359.172 340.119 0.506,0.000 0.000 0.000,345.592 22.178 5.466,35.933 1.775 1.639,0.000 0.000 0.000,0.000 0.000 0.000,348.641 21.287 10.277,40.904 357.780 357.901,0.000 0.000 0.000,0.000 0.000 0.000
5.366513,-0.033771 1.048518 -0.007428,358.472 339.634 357.991,3.401 4.434 0.815,0.000 0.000 0.000,6.626 11.358 2.322,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.945 48.451 83.326,358.710 33.985 358.996,0.000 0.000 0.000,0.000 0.000 0.000,20.254 350.027 284.524,359.223 341.493 0.462,0.000 0.000 0.000,345.915 21.884 5.386,35.260 1.724 1.590,0.000 0.000 0.000,0.000 0.000 0.000,348.521 20.797 10.300,40.949 357.776 357.897,0.000 0.000 0.000,0.000 0.000 0.000
5.399697,-0.033771 1.048519 -0.007428,358.575 340.224 357.979,3.397 4.758 0.874,0.000 0.000 0.000,5.886 13.424 3.278,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.720 48.259 82.943,358.708 34.025 358.994,0.000 0.000 0.000,0.000 0.000 0.000,19.222 348.525 282.791,359.272 342.772 0.422,0.000 0.000 0.000,346.211 21.608 5.312,34.638 1.678 1.546,0.000 0.000 0.000,0.000 0.000 0.000,348.407 20.333 10.320,40.991 357.772 357.893,0.000 0.000 0.000,0.000 0.000 0.000
5.432887,-0.033771 1.052950 -0.007428,358.666 340.582 357.887,3.394 4.906 0.901,0.000 0.000 0.000,5.676 15.187 4.060,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.675 47.343 83.006,358.709 33.989 358.996,0.000 0.000 0.000,0.000 0.000 0.000,18.313 348.647 283.005,359.280 342.977 0.416,0.000 0.000 0.000,346.744 21.503 5.411,34.038 1.634 1.504,0.000 0.000 0.000,0.000 0.000 0.000,348.488 19.919 10.396,40.816 357.788 357.909,0.000 0.000 0.000,0.000 0.000 0.000
5.466571,-0.033771 1.057550 -0.007428,358.762 340.953 357.791,3.392 5.051 0.928,0.000 0.000 0.000,5.415 16.996 4.852,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.627 46.404 83.071,358.710 33.952 358.997,0.000 0.000 0.000,0.000 0.000 0.000,17.355 348.791 283.211,359.288 343.195 0.409,0.000 0.000 0.000,347.289 21.399 5.516,33.422 1.590 1.462,0.000 0.000 0.000,0.000 0.000 0.000,348.568 19.489 10.476,40.636 357.805 357.925,0.000 0.000 0.000,0.000 0.000 0.000
5.499711,-0.033771 1.062050 -0.007428,358.860 341.319 357.697,3.390 5.184 0.952,0.000 0.000 0.000,5.116 18.759 5.616,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.578 45.486 83.135,358.711 33.918 358.999,0.000 0.000 0.000,0.000 0.000 0.000,16.392 348.954 283.397,359.297 343.415 0.402,0.000 0.000 0.000,347.821 21.302 5.623,32.816 1.548 1.421,0.000 0.000 0.000,0.000 0.000 0.000,348.645 19.063 10.554,40.460 357.821 357.941,0.000 0.000 0.000,0.000 0.000 0.000
5.533067,-0.033771 1.057620 -0.007428,358.855 341.908 357.798,3.391 5.092 0.935,0.000 0.000 0.000,5.068 18.640 5.606,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.397 45.122 82.999,358.715 33.777 359.004,0.000 0.000 0.000,0.000 0.000 0.000,16.819 348.491 283.923,359.252 342.247 0.438,0.000 0.000 0.000,347.758 20.865 5.518,33.000 1.560 1.433,0.000 0.000 0.000,0.000 0.000 0.000,348.549 18.600 10.479,40.436 357.823 357.943,0.000 0.000 0.000,0.000 0.000 0.000
5.566528,-0.033771 1.053179 -0.007428,358.850 342.501 357.899,3.393 4.996 0.918,0.000 0.000 0.000,5.020 18.522 5.596,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.215 44.760 82.860,358.719 33.633 359.010,0.000 0.000 0.000,0.000 0.000 0.000,17.239 348.072 284.464,359.207 341.064 0.475,0.000 0.000 0.000,347.694 20.424 5.412,33.183 1.573 1.446,0.000 0.000 0.000,0.000 0.000 0.000,348.452 18.134 10.403,40.412 357.825 357.945,0.000 0.000 0.000,0.000 0.000 0.000
5.599672,-0.033771 1.048518 -0.007428,358.843 343.124 358.005,3.394 4.894 0.899,0.000 0.000 0.000,4.971 18.397 5.585,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.023 44.384 82.715,358.724 33.482 359.016,0.000 0.000 0.000,0.000 0.000 0.000,17.667 347.678 285.042,359.161 339.815 0.516,0.000 0.000 0.000,347.628 19.959 5.300,33.375 1.587 1.459,0.000 0.000 0.000,0.000 0.000 0.000,348.350 17.645 10.322,40.387 357.827 357.947,0.000 0.000 0.000,0.000 0.000 0.000
5.632938,-0.033771 1.048518 -0.007428,358.800 343.160 358.029,3.394 4.928 0.905,0.000 0.000 0.000,5.010 18.334 5.554,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.092 44.270 82.748,358.721 33.590 359.012,0.000 0.000 0.000,0.000 0.000 0.000,17.546 348.015 285.175,359.162 339.847 0.515,0.000 0.000 0.000,347.619 19.925 5.296,33.449 1.592 1.464,0.000 0.000 0.000,0.000 0.000 0.000,348.413 17.662 10.317,40.355 357.830 357.950,0.000 0.000 0.000,0.000 0.000 0.000
5.666538,-0.033771 1.048518 -0.007428,358.756 343.196 358.054,3.393 4.962 0.912,0.000 0.000 0.000,5.050 18.269 5.522,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.163 44.154 82.781,358.718 33.701 359.007,0.000 0.000 0.000,0.000 0.000 0.000,17.419 348.370 285.313,359.164 339.878 0.514,0.000 0.000 0.000,347.610 19.891 5.292,33.525 1.597 1.469,0.000 0.000 0.000,0.000 0.000 0.000,348.477 17.681 10.312,40.322 357.833 357.953,0.000 0.000 0.000,0.000 0.000 0.000
5.699586,-0.033771 1.048518 -0.007428,358.710 343.234 358.080,3.393 4.998 0.918,0.000 0.000 0.000,5.091 18.202 5.489,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.236 44.035 82.815,358.714 33.815 359.003,0.000 0.000 0.000,0.000 0.000 0.000,17.285 348.745 285.457,359.165 339.908 0.513,0.000 0.000 0.000,347.601 19.856 5.287,33.603 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.543 17.699 10.308,40.287 357.836 357.956,0.000 0.000 0.000,0.000 0.000 0.000
5.733099,-0.033771 1.048518 -0.007428,358.722 343.434 358.196,3.393 4.970 0.913,0.000 0.000 0.000,4.981 18.208 5.256,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.477 44.457 82.753,358.708 34.054 358.993,0.000 0.000 0.000,0.000 0.000 0.000,17.916 349.256 285.370,359.140 339.246 0.534,0.000 0.000 0.000,347.643 19.648 5.118,33.604 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.356 17.565 10.185,40.502 357.817 357.937,0.000 0.000 0.000,0.000 0.000 0.000
5.766408,-0.033771 1.048518 -0.007428,358.734 343.632 358.311,3.394 4.945 0.909,0.000 0.000 0.000,4.875 18.210 5.025,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.716 44.861 82.693,358.701 34.293 358.984,0.000 0.000 0.000,0.000 0.000 0.000,18.539 349.726 285.290,359.117 338.600 0.556,0.000 0.000 0.000,347.685 19.443 4.952,33.604 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.172 17.433 10.065,40.715 357.797 357.918,0.000 0.000 0.000,0.000 0.000 0.000
5.799654,-0.033771 1.048518 -0.007428,358.746 343.836 358.430,3.394 4.922 0.904,0.000 0.000 0.000,4.766 18.207 4.784,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.967 45.269 82.633,358.694 34.546 358.973,0.000 0.000 0.000,0.000 0.000 0.000,19.188 350.182 285.214,359.093 337.936 0.578,0.000 0.000 0.000,347.728 19.231 4.780,33.604 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,347.980 17.295 9.940,40.936 357.777 357.898,0.000 0.000 0.000,0.000 0.000 0.000
5.833015,-0.033771 1.048518 -0.007428,358.725 343.824 358.433,3.393 4.982 0.915,0.000 0.000 0.000,4.826 18.153 4.791,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.959 45.217 82.645,358.694 34.527 358.974,0.000 0.000 0.000,0.000 0.000 0.000,19.172 350.018 285.174,359.096 338.013 0.575,0.000 0.000 0.000,347.751 19.237 4.785,33.601 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,347.988 17.300 9.942,40.963 357.774 357.896,0.000 0.000 0.000,0.000 0.000 0.000
5.866285,-0.033771 1.048518 -0.007428,358.704 343.813 358.436,3.392 5.041 0.926,0.000 0.000 0.000,4.886 18.099 4.799,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.951 45.164 82.655,358.695 34.509 358.975,0.000 0.000 0.000,0.000 0.000 0.000,19.157 349.855 285.135,359.099 338.089 0.573,0.000 0.000 0.000,347.775 19.244 4.791,33.598 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,347.996 17.305 9.944,40.989 357.772 357.893,0.000 0.000 0.000,0.000 0.000 0.000
5.899552,-0.033771 1.048518 -0.007428,358.682 343.800 358.439,3.391 5.104 0.938,0.000 0.000 0.000,4.949 18.042 4.807,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.943 45.109 82.667,358.695 34.490 358.976,0.000 0.000 0.000,0.000 0.000 0.000,19.141 349.682 285.093,359.102 338.168 0.570,0.000 0.000 0.000,347.799 19.250 4.796,33.596 1.602 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.004 17.310 9.945,41.017 357.769 357.891,0.000 0.000 0.000,0.000 0.000 0.000
5.932816,-0.033771 1.048518 -0.007428,358.682 343.800 358.439,3.391 5.104 0.938,0.000 0.000 0.000,4.949 18.042 4.807,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.943 45.109 82.667,358.695 34.490 358.976,0.000 0.000 0.000,0.000 0.000 0.000,19.141 349.682 285.093,359.102 338.168 0.570,0.000 0.000 0.000,347.799 19.250 4.796,33.596 1.602 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.004 17.310 9.945,41.017 357.769 357.891,0.000 0.000 0.000,0.000 0.000 0.000
5.966394,-0.033771 1.048518 -0.007428,358.682 343.800 358.439,3.391 5.104 0.938,0.000 0.000 0.000,4.949 18.042 4.807,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.943 45.109 82.667,358.695 34.490 358.976,0.000 0.000 0.000,0.000 0.000 0.000,19.141 349.682 285.093,359.102 338.168 0.570,0.000 0.000 0.000,347.799 19.250 4.796,33.596 1.602 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.004 17.310 9.945,41.017 357.769 357.891,0.000 0.000 0.000,0.000 0.000 0.000
5.999794,-0.033771 1.048518 -0.007428,358.682 343.800 358.439,3.391 5.104 0.938,0.000 0.000 0.000,4.949 18.042 4.807,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.943 45.109 82.667,358.695 34.490 358.976,0.000 0.000 0.000,0.000 0.000 0.000,19.141 349.682 285.093,359.102 338.168 0.570,0.000 0.000 0.000,347.799 19.250 4.796,33.596 1.602 1.474,0.000 0.000 0.000,0.000 0.000 0.000,348.004 17.310 9.945,41.017 357.769 357.891,0.000 0.000 0.000,0.000 0.000 0.000
6.03303,-0.033771 1.048518 -0.007428,358.708 343.720 358.423,3.391 5.078 0.933,0.000 0.000 0.000,4.967 18.121 4.806,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,20.923 45.157 82.646,358.695 34.494 358.975,0.000 0.000 0.000,0.000 0.000 0.000,19.133 349.580 285.055,359.109 338.379 0.563,0.000 0.000 0.000,347.745 19.308 4.793,33.603 1.603 1.474,0.000 0.000 0.000,0.000 0.000 0.000,347.932 17.358 9.945,41.078 357.763 357.885,0.000 0.000 0.000,0.000 0.000 0.000
